PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,zn,z,n
6.3597727,1.6359487,1.0284288,1.8450226,0.023756362,-0.39094847,-0.03352764,0.16145486,0.48675057,0.19428329,12-16,12,16
6.1700945,1.545161,-1.212952,1.9298148,0.17471242,-0.5421153,-0.2630216,0.21692364,0.5539187,-0.047587972,12-17,12,17
6.1903,1.6236309,0.7569439,1.7852296,0.8986371,-0.9552071,-0.5141377,0.11170171,0.512976,-0.2043939,12-18,12,18
6.010134,1.5459932,-1.1720694,1.9630139,0.28227034,-0.625724,-0.41880497,0.0011249527,0.5795828,-0.22611943,12-19,12,19
6.0250072,1.6196369,1.0734205,1.6676829,0.5169232,-0.65614784,-0.43877834,0.039826777,0.64350706,-0.26541907,12-20,12,20
5.8432946,1.5289087,-1.3826436,1.8144213,0.07967889,-0.5515853,-0.2398015,0.11151536,0.4899494,0.0563506,12-21,12,21
5.890974,1.6161002,0.9240625,1.677098,0.40200514,-0.53810024,-0.20681629,-0.022977378,0.49820572,0.02465328,12-22,12,22
5.712665,1.5372399,-1.1124274,1.7613709,-0.22046714,-0.23176132,-0.36293957,-0.10275097,0.47787055,-0.3702052,12-23,12,23
5.769218,1.6039164,1.1578616,1.4134399,-0.034596037,-0.22436275,-0.49155986,0.06689486,0.4323236,-0.3820224,12-24,12,24
5.6242886,1.5254134,-0.85201067,1.5853153,-0.85015523,0.18721566,-0.2524692,0.16572091,0.34400922,-0.24563234,12-25,12,25
5.648499,1.5883156,1.1758898,1.2989362,-0.35663766,-0.027053522,-0.2705214,0.2546461,0.2131356,-0.08581595,12-26,12,26
5.506477,1.5297797,-0.7755892,1.3338249,-1.0585662,0.38331103,-0.06668843,0.38628492,0.12715456,0.028585095,12-27,12,27
5.546502,1.5954962,1.5188961,1.0520613,-0.8251955,0.32420313,0.05397524,0.41679075,-0.0722493,0.3071539,12-28,12,28
6.8883753,-1.2050569,-1.5916532,2.7297933,-0.10347944,-0.6426211,-0.39066395,0.67624754,1.2530801,-0.02547684,13-9,13,9
6.8492775,-1.0909723,1.4081382,2.6050649,0.43755215,-0.84971327,-0.3717745,0.6384031,1.4107077,0.05092893,13-10,13,10
6.649068,-1.19732,-0.8985021,2.5788543,-0.67218405,-0.25452688,-0.5011927,0.5567848,1.2521759,-0.3757698,13-11,13,11
6.643892,-1.1093019,1.8014233,2.2976782,-0.43158454,-0.31413546,-0.57966644,0.6436493,1.2599086,-0.46474633,13-12,13,12
6.4412394,-1.2139059,-0.6291786,2.2697783,-1.2358128,0.1284761,-0.3296577,0.6803977,0.9661055,-0.141336,13-13,13,13
6.4451184,-1.1293381,1.964027,1.9348676,-0.7359812,0.024647787,0.0015916062,0.8373513,1.0456163,0.25950912,13-14,13,14
6.2149253,-1.2150301,-0.4311246,2.0632935,-1.1483109,0.19060008,0.14476919,0.92210513,0.9890059,0.47017738,13-15,13,15
6.2019286,-1.1669736,1.1332653,1.7997404,-0.06773532,-0.34039855,0.025305612,0.64844155,1.0906686,0.3783992,13-16,13,16
6.01225,-1.2577614,-1.1081152,1.8845327,0.083220884,-0.49156535,-0.20418829,0.7039105,1.157837,0.13652791,13-17,13,17
6.032456,-1.1792914,0.86178094,1.739948,0.80714566,-0.90465695,-0.45530435,0.59868836,1.1168942,-0.020278102,13-18,13,18
5.8522897,-1.2569295,-1.067233,1.9177312,0.19077866,-0.5751741,-0.35997194,0.48811132,1.1835005,-0.04200361,13-19,13,19
5.8671627,-1.1832857,1.1782572,1.6224011,0.42543122,-0.6055979,-0.37994498,0.5268135,1.2474248,-0.081303164,13-20,13,20
5.68545,-1.2740135,-1.2778071,1.7691389,-0.011812588,-0.50103533,-0.18096812,0.5985022,1.0938677,0.24046655,13-21,13,21
5.733131,-1.1868219,1.0288992,1.6318164,0.31051323,-0.48755035,-0.1479832,0.4640094,1.1021236,0.20876914,13-22,13,22
5.5548205,-1.2656827,-1.0075905,1.7160884,-0.31195858,-0.18121131,-0.30410627,0.38423574,1.0817885,-0.18608941,13-23,13,23
5.6113744,-1.1990057,1.262698,1.3681579,-0.1260879,-0.17381275,-0.43272674,0.5538816,1.0362418,-0.19790655,13-24,13,24
5.466445,-1.2775087,-0.74717444,1.5400336,-0.94164664,0.23776557,-0.19363594,0.65270764,0.9479271,-0.061516482,13-25,13,25
5.490655,-1.2146066,1.2807263,1.2536541,-0.4481293,0.023496658,-0.21168834,0.74163264,0.81705356,0.09829992,13-26,13,26
5.3486333,-1.2731427,-0.6707524,1.2885426,-1.1500579,0.433861,-0.00785521,0.87327176,0.7310725,0.21270089,13-27,13,27
5.3886576,-1.207426,1.6237327,1.0067793,-0.91668713,0.37475312,0.112808146,0.9037774,0.5316688,0.49126977,13-28,13,28
5.197151,-1.2980297,-0.66462845,1.1343457,-0.9976334,0.3973749,0.38869733,0.9651744,0.6850003,0.9132003,13-29,13,29
5.2063575,-1.2465596,0.8446659,1.0256107,-0.06750367,-0.1226903,0.5444058,0.8262558,0.5876483,1.3723867,13-30,13,30
6.7613573,1.6463282,-1.7053497,2.370371,-0.13280888,-0.6351091,-0.5310194,0.88801205,1.2690233,0.12739262,14-9,14,9
6.722259,1.7604123,1.2944415,2.2456415,0.4082227,-0.84220123,-0.51213,0.8501679,1.4266504,0.20379853,14-10,14,10
6.5220485,1.6540649,-1.0121986,2.2194314,-0.7015137,-0.24701488,-0.64154816,0.7685495,1.2681196,-0.22290018,14-11,14,11
6.5168734,1.742083,1.6877271,1.9382558,-0.46091405,-0.30662364,-0.72002196,0.8554138,1.2758518,-0.3118768,14-12,14,12
6.31422,1.6374792,-0.7428749,1.9103558,-1.2651423,0.13598806,-0.47001314,0.89216244,0.98204887,0.011533562,14-13,14,13
6.318101,1.7220467,1.8503302,1.5754449,-0.76531065,0.032159537,-0.13876392,1.0491163,1.0615596,0.41237864,14-14,14,14
6.0879073,1.6363547,-0.5448213,1.703871,-1.1776403,0.19811185,0.0044138576,1.1338701,1.0049492,0.62304705,14-15,14,15
6.0749106,1.6844112,1.0195686,1.4403185,-0.09706455,-0.33288655,-0.115049675,0.8602063,1.1066117,0.5312686,14-16,14,16
5.8852324,1.5936234,-1.221812,1.52511,0.053891584,-0.48405346,-0.3445436,0.91567534,1.17378,0.28939745,14-17,14,17
5.905438,1.6720933,0.74808407,1.3805251,0.7778161,-0.8971449,-0.5956598,0.81045294,1.1328374,0.13259149,14-18,14,18
5.7252717,1.5944556,-1.1809295,1.5583088,0.16144934,-0.5676621,-0.5003273,0.69987637,1.1994438,0.11086589,14-19,14,19
5.7401447,1.6680993,1.0645607,1.2629782,0.39610183,-0.59808606,-0.52030057,0.73857844,1.2633682,0.07156631,14-20,14,20
5.5584326,1.5773708,-1.3915036,1.4097164,-0.041142035,-0.4935234,-0.32132357,0.8102669,1.1098108,0.39333597,14-21,14,21
5.606112,1.664563,0.9152028,1.2723936,0.281184,-0.48003852,-0.2883385,0.67577416,1.118067,0.36163867,14-22,14,22
5.4278026,1.5857021,-1.121287,1.3566657,-0.34128803,-0.17369929,-0.4444617,0.59600043,1.0977318,-0.033219893,14-23,14,23
5.484356,1.6523787,1.1490017,1.0087351,-0.15541704,-0.1663007,-0.573082,0.7656462,1.0521849,-0.045037005,14-24,14,24
5.339427,1.573876,-0.8608708,1.1806109,-0.97097605,0.24527772,-0.33399135,0.8644723,0.9638702,0.09135311,14-25,14,25
5.3636374,1.6367784,1.1670299,0.89423174,-0.4774587,0.031008495,-0.35204372,0.9533975,0.83299696,0.25116944,14-26,14,26
5.2216144,1.5782422,-0.784449,0.9291203,-1.1793873,0.44137296,-0.1482105,1.0850365,0.7470158,0.3655705,14-27,14,27
5.2616396,1.6439593,1.5100361,0.6473568,-0.9460165,0.38226515,-0.027547017,1.1155423,0.5476122,0.64413935,14-28,14,28
5.070133,1.553355,-0.7783248,0.77492315,-1.026963,0.40488678,0.24834199,1.1769392,0.7009439,1.0660697,14-29,14,29
5.0793395,1.6048251,0.7309696,0.66618824,-0.096832894,-0.115178384,0.40405044,1.0380204,0.6035915,1.5252563,14-30,14,30
6.5082397,-0.6702732,1.4043195,2.156465,0.25985342,-0.9364667,-0.46943566,0.6334826,1.8290731,0.22892144,15-10,15,10
6.30803,-0.7766203,-0.90231997,2.1302555,-0.8498827,-0.34128046,-0.5988539,0.55186427,1.6705422,-0.1977773,15-11,15,11
6.3028536,-0.6886024,1.7976053,1.8490794,-0.6092831,-0.40088934,-0.67732733,0.63872886,1.6782743,-0.286754,15-12,15,12
6.100202,-0.79320675,-0.6329966,1.8211799,-1.4135114,0.04172239,-0.42731896,0.67547727,1.3844714,0.0366564,15-13,15,13
6.1040816,-0.708639,1.960209,1.4862689,-0.9136799,-0.062106058,-0.09606953,0.83243096,1.4639821,0.4375016,15-14,15,14
5.873889,-0.7943307,-0.43494308,1.6146948,-1.3260094,0.10384621,0.047108237,0.9171848,1.4073718,0.6481697,15-15,15,15
5.860891,-0.74627453,1.1294466,1.3511419,-0.24543382,-0.42715213,-0.07235542,0.64352083,1.5090344,0.55639166,15-16,15,16
5.6712127,-0.83706236,-1.1119338,1.4359338,-0.09447767,-0.578319,-0.30184934,0.69898975,1.5762025,0.3145203,15-17,15,17
5.6914186,-0.7585922,0.8579623,1.2913493,0.62944674,-0.9914105,-0.55296546,0.5937678,1.5352598,0.15771428,15-18,15,18
5.511252,-0.8362299,-1.0710515,1.4691329,0.013080149,-0.6619276,-0.45763293,0.48319095,1.6018664,0.13598882,15-19,15,19
5.526125,-0.762586,1.174439,1.173802,0.24773261,-0.6923517,-0.47760618,0.52189314,1.6657906,0.0966892,15-20,15,20
5.344413,-0.85331434,-1.2816254,1.3205404,-0.18951118,-0.5877889,-0.2786293,0.59358156,1.5122334,0.4184589,15-21,15,21
5.392092,-0.76612306,1.0250807,1.1832174,0.1328148,-0.5743041,-0.24564402,0.45908883,1.5204895,0.38676152,15-22,15,22
5.2137823,-0.84498346,-1.0114087,1.2674898,-0.48965734,-0.26796484,-0.4017675,0.3793152,1.5001544,-0.00809699,15-23,15,23
5.270337,-0.7783066,1.2588798,0.919559,-0.30378622,-0.26056647,-0.53038764,0.548961,1.4546076,-0.019914212,15-24,15,24
5.125407,-0.8568095,-0.75099254,1.0914346,-1.1193452,0.15101215,-0.29129705,0.647787,1.3662928,0.11647592,15-25,15,25
5.149618,-0.79390746,1.2769082,0.8050555,-0.62582785,-0.06325696,-0.30934933,0.7367122,1.2354196,0.27629232,15-26,15,26
5.0075955,-0.8524433,-0.6745709,0.8399439,-1.3277563,0.34710744,-0.10551656,0.868351,1.1494384,0.39069337,15-27,15,27
5.0476203,-0.78672636,1.6199148,0.5581807,-1.0943857,0.2879995,0.015147411,0.8988569,0.95003474,0.66926223,15-28,15,28
4.8561134,-0.8773303,-0.6684467,0.6857472,-1.1753322,0.3106213,0.29103625,0.96025413,1.1033665,1.0911927,15-29,15,29
4.8653197,-0.8258604,0.84084773,0.5770121,-0.24520212,-0.20944414,0.4467449,0.82133555,1.0060141,1.550379,15-30,15,30
4.7213354,-0.9019754,-0.81357706,0.6139246,-0.65188897,-0.042401746,0.3175094,0.7632194,0.96412504,1.2151525,15-31,15,31
6.351594,1.2964014,1.3407539,2.1994057,0.4224871,-0.94400054,0.10569671,0.05247005,1.1142411,-0.1255375,16-10,16,10
6.151384,1.1900537,-0.9658861,2.1731958,-0.68724895,-0.34881386,-0.023721293,-0.029148456,0.95571,-0.5522362,16-11,16,11
6.146208,1.2780716,1.7340397,1.8920195,-0.4466492,-0.40842262,-0.1021948,0.057715844,0.96344227,-0.6412129,16-12,16,12
5.9435544,1.1734678,-0.6965624,1.8641198,-1.2508776,0.03418889,0.14781371,0.09446464,0.66963905,-0.3178025,16-13,16,13
5.9474354,1.2580355,1.896643,1.5292091,-0.7510464,-0.06963977,0.479063,0.2514185,0.7491502,0.08304265,16-14,16,14
5.7172413,1.1723435,-0.49850902,1.657635,-1.1633757,0.096312754,0.6222408,0.33617204,0.69253963,0.2937109,16-15,16,15
5.7042446,1.2204001,1.065881,1.3940821,-0.08279991,-0.4346855,0.5027771,0.06250826,0.7942024,0.20193268,16-16,16,16
5.514567,1.1296117,-1.1754996,1.4788746,0.06815592,-0.5858524,0.2732831,0.117977165,0.86137044,-0.039938573,16-17,16,17
5.534773,1.2080822,0.7943969,1.3342894,0.7920806,-0.9989439,0.02216719,0.012754937,0.82042783,-0.19674455,16-18,16,18
5.354606,1.1304443,-1.1346169,1.512073,0.17571382,-0.6694612,0.11749953,-0.09782162,0.8870344,-0.21847008,16-19,16,19
5.3694787,1.2040881,1.110873,1.2167428,0.4103662,-0.699885,0.09752623,-0.059119545,0.95095855,-0.25776964,16-20,16,20
5.1877666,1.1133598,-1.3451911,1.3634804,-0.026877576,-0.5953225,0.29650322,0.012568948,0.7974013,0.064,16-21,16,21
5.2354474,1.200551,0.96151495,1.2261577,0.29544842,-0.5818375,0.32948837,-0.121923804,0.80565745,0.032302707,16-22,16,22
5.057136,1.1216909,-1.0749748,1.3104303,-0.32702357,-0.27549833,0.17336519,-0.20169753,0.7853222,-0.36255583,16-23,16,23
5.113691,1.1883677,1.1953142,0.9624994,-0.14115262,-0.26809984,0.044744823,-0.032051682,0.7397755,-0.37437302,16-24,16,24
4.968761,1.109865,-0.8145584,1.1343751,-0.95671153,0.14347853,0.28383547,0.066774406,0.651461,-0.237983,16-25,16,25
4.992972,1.172767,1.2133424,0.8479959,-0.46319413,-0.070790716,0.26578316,0.15569952,0.5205875,-0.07816659,16-26,16,26
4.850949,1.1142309,-0.73813665,0.8828844,-1.1651226,0.33957383,0.46961635,0.28733835,0.43460634,0.03623447,16-27,16,27
4.890974,1.1799482,1.5563487,0.6011208,-0.93175197,0.2804661,0.5902798,0.31784427,0.23520237,0.31480336,16-28,16,28
4.699467,1.0893438,-0.73201257,0.7286872,-1.0126984,0.30308765,0.86616874,0.37924138,0.38853437,0.7367337,16-29,16,29
4.7086744,1.1408141,0.77728176,0.61995226,-0.08256841,-0.21697767,1.0218774,0.24032284,0.29118222,1.19592,16-30,16,30
4.5750813,1.1440133,0.81058407,0.55397826,0.17636923,-0.36610168,0.6585634,-0.01506515,0.31032473,0.521781,16-32,16,32
5.982772,-0.72276026,1.7750144,1.8582882,-0.44098338,-0.5935613,-0.09110885,0.16346551,0.9465374,-0.7545644,17-12,17,12
5.7801185,-0.8273644,-0.65558773,1.8303887,-1.2452116,-0.15094967,0.15889996,0.20021419,0.6527342,-0.4311542,17-13,17,13
5.783999,-0.7427964,1.9376179,1.4954773,-0.74538046,-0.25477827,0.49014902,0.35716817,0.7322453,-0.030309005,17-14,17,14
5.5538054,-0.82848865,-0.45753396,1.6239035,-1.15771,-0.08882573,0.6333268,0.44192165,0.67563456,0.18035927,17-15,17,15
5.540809,-0.7804324,1.1068556,1.3603505,-0.07713424,-0.61982393,0.5138633,0.16825777,0.7772973,0.088581026,17-16,17,16
5.351131,-0.8712202,-1.1345248,1.4451427,0.07382181,-0.77099097,0.28436938,0.22372669,0.8444658,-0.15329018,17-17,17,17
5.371337,-0.79274994,0.8353716,1.3005575,0.7977465,-1.1840825,0.03325335,0.11850473,0.80352306,-0.3100962,17-18,17,18
5.1911707,-0.8703876,-1.0936424,1.4783415,0.18137965,-0.85459954,0.1285857,0.007927859,0.87012935,-0.33182168,17-19,17,19
5.206043,-0.7967437,1.151848,1.1830108,0.41603205,-0.88502365,0.10861239,0.046630092,0.9340537,-0.3711213,17-20,17,20
5.024331,-0.8874721,-1.3042164,1.3297489,-0.021211725,-0.78046095,0.30758938,0.11831845,0.7804965,-0.04935163,17-21,17,21
5.0720105,-0.8002808,1.0024898,1.1924263,0.30111432,-0.7669759,0.34057453,-0.016174452,0.7887526,-0.08104896,17-22,17,22
4.8937,-0.879141,-1.0339998,1.2766985,-0.32135764,-0.46063682,0.18445133,-0.09594806,0.76841736,-0.47590753,17-23,17,23
4.9502544,-0.81246424,1.236289,0.9287676,-0.1354868,-0.4532384,0.05583101,0.07369782,0.72287047,-0.4877247,17-24,17,24
4.8053246,-0.8909673,-0.7735834,1.1006436,-0.951046,-0.041659996,0.29492164,0.17252387,0.63455606,-0.35133457,17-25,17,25
4.8295355,-0.8280652,1.2543173,0.81426436,-0.45752832,-0.25592914,0.27686933,0.2614491,0.50368243,-0.19151819,17-26,17,26
4.6875134,-0.8866011,-0.69716185,0.84915257,-1.1594568,0.15443537,0.48070234,0.39308786,0.41770133,-0.07711718,17-27,17,27
4.727538,-0.82088405,1.5973233,0.56738925,-0.92608625,0.09532766,0.60136604,0.42359382,0.21829754,0.20145167,17-28,17,28
4.5360312,-0.91148794,-0.6910378,0.6949559,-1.0070326,0.11794922,0.87725496,0.48499095,0.37162948,0.6233823,17-29,17,29
4.5452385,-0.86001796,0.8182568,0.5862206,-0.07690261,-0.402116,1.0329634,0.34607244,0.2742773,1.0825685,17-30,17,30
4.401253,-0.936133,-0.83616835,0.62313324,-0.48358938,-0.2350737,0.903728,0.28795645,0.23238829,0.74734175,17-31,17,31
4.4116454,-0.8568183,0.851559,0.5202467,0.18203516,-0.55124015,0.6696495,0.0906844,0.29341978,0.40842947,17-32,17,32
4.2962766,-0.9298863,-1.0832864,0.61289203,-0.054882895,-0.46804604,0.55503476,0.1784343,0.35606942,0.29198813,17-33,17,33
4.3064747,-0.88285327,0.609355,0.45542854,0.90475285,-0.9518859,0.43725574,0.064109966,0.41760248,0.17170905,17-34,17,34
4.193216,-0.9494131,-1.330576,0.65558076,0.2587537,-0.7024644,0.21992102,-0.15325299,0.27819082,-0.2201634,17-35,17,35
5.8947053,1.2724633,1.7083888,1.8679731,-0.37609905,-0.4705519,0.14113244,-0.06104208,0.49763483,-0.6544609,18-12,18,12
5.6920514,1.1678593,-0.7222133,1.840073,-1.1803274,-0.027940573,0.39114118,-0.024293505,0.20383172,-0.33105054,18-13,18,13
5.6959324,1.2524272,1.8709916,1.5051624,-0.680496,-0.13176906,0.7223902,0.1326603,0.2833428,0.06979461,18-14,18,14
5.4657397,1.1667352,-0.5241597,1.6335881,-1.0928253,0.034183342,0.8655677,0.217414,0.22673212,0.28046286,18-15,18,15
5.452742,1.2147917,1.0402303,1.3700354,-0.012249795,-0.49681503,0.74610436,-0.056249972,0.3283949,0.18868457,18-16,18,16
5.263064,1.124004,-1.2011502,1.4548271,0.13870622,-0.6479818,0.51661044,-0.00078090327,0.3955631,-0.053186625,18-17,18,17
5.28327,1.202474,0.7687459,1.3102428,0.862631,-1.0610734,0.26549435,-0.106002994,0.35462028,-0.20999251,18-18,18,18
5.103104,1.124836,-1.1602682,1.4880265,0.24626398,-0.7315905,0.36082685,-0.21657978,0.4212268,-0.23171806,18-19,18,19
5.117976,1.1984801,1.0852225,1.1926959,0.48091647,-0.7620146,0.3408535,-0.17787762,0.48515117,-0.2710177,18-20,18,20
4.936265,1.1077515,-1.370842,1.339434,0.04367263,-0.6574518,0.5398305,-0.10618911,0.33159393,0.050751954,18-21,18,21
4.9839444,1.1949434,0.9358638,1.2021109,0.36599848,-0.6439671,0.57281566,-0.24068181,0.33984995,0.01905463,18-22,18,22
4.8056335,1.1160827,-1.1006255,1.2863833,-0.25647327,-0.33762777,0.41669244,-0.32045567,0.31951484,-0.37580395,18-23,18,23
4.8621874,1.1827594,1.1696637,0.9384527,-0.07060233,-0.33022928,0.2880722,-0.15080974,0.273968,-0.38762113,18-24,18,24
4.717259,1.1042566,-0.8402093,1.1103283,-0.8861613,0.08134909,0.52716273,-0.051983666,0.18565366,-0.25123098,18-25,18,25
4.741469,1.1671588,1.1876916,0.82394904,-0.39264396,-0.13292001,0.5091105,0.0369415,0.054779995,-0.091414616,18-26,18,26
4.5994463,1.108623,-0.76378727,0.85883737,-1.0945724,0.27744433,0.71294355,0.16858031,-0.031201132,0.022986393,18-27,18,27
